id,created_date,water_pH,TDS,water_temp
216581,2023-01-31 00:17:00,6.64,294,24.75
216582,2023-01-31 00:17:00,6.9,296,24.75
216584,2023-01-31 00:17:00,6.83,296,24.75
216585,2023-01-31 00:17:00,7.28,294,24.69
216587,2023-01-31 00:17:00,6.98,298,24.75
216593,2023-01-31 00:17:00,7.26,294,24.75
216598,2023-01-31 00:17:00,7.14,294,24.75
216601,2023-01-31 00:17:00,6.81,296,24.75
216610,2023-01-31 00:18:00,7.12,296,24.75
216611,2023-01-31 00:18:00,7.3,294,24.75
216612,2023-01-31 00:18:00,7.16,296,24.75
216614,2023-01-31 00:18:00,7.32,294,24.75
216615,2023-01-31 00:18:00,6.73,294,24.75
216616,2023-01-31 00:18:00,7.26,296,24.75
216619,2023-01-31 00:18:00,6.57,296,24.75
216622,2023-01-31 00:18:00,7.31,296,24.75
216623,2023-01-31 00:18:00,7.32,294,24.75
216628,2023-01-31 00:19:00,7.3,294,24.75
216635,2023-01-31 00:19:00,7.29,294,24.75
216637,2023-01-31 00:19:00,6.9,292,24.69
216641,2023-01-31 00:19:00,7.38,294,24.69
216643,2023-01-31 00:19:00,6.72,294,24.69
216647,2023-01-31 00:20:00,7.35,294,24.75
216648,2023-01-31 00:20:00,6.87,298,24.75
216649,2023-01-31 00:20:00,6.74,294,24.75
216651,2023-01-31 00:20:00,7.26,296,24.69
216654,2023-01-31 00:20:00,6.91,296,24.75
216656,2023-01-31 00:20:00,6.5,296,24.75
216659,2023-01-31 00:20:00,7.27,296,24.69
216660,2023-01-31 00:20:00,7.12,296,24.69
216661,2023-01-31 00:20:00,7.18,296,24.69
216662,2023-01-31 00:20:00,6.74,294,24.75
216663,2023-01-31 00:20:00,6.61,298,24.69
216664,2023-01-31 00:20:00,7.16,296,24.75
216668,2023-01-31 00:21:00,6.86,296,24.69
216674,2023-01-31 00:21:00,6.79,296,24.75
216676,2023-01-31 00:21:00,7.16,296,24.75
216677,2023-01-31 00:21:00,6.57,298,24.75
216682,2023-01-31 00:21:00,7.04,296,24.69
216683,2023-01-31 00:21:00,6.67,294,24.75
216689,2023-01-31 00:22:00,6.53,296,24.75
216690,2023-01-31 00:22:00,7.27,296,24.75
216692,2023-01-31 00:22:00,7.29,294,24.75
216696,2023-01-31 00:22:00,7.17,296,24.75
216698,2023-01-31 00:22:00,7.27,296,24.69
216699,2023-01-31 00:22:00,6.59,296,24.69
216701,2023-01-31 00:22:00,7.17,294,24.75
216705,2023-01-31 00:22:00,7.01,294,24.75
216707,2023-01-31 00:22:00,6.54,296,24.75
216714,2023-01-31 00:23:00,6.61,294,24.69
216719,2023-01-31 00:23:00,6.8,294,24.75
216724,2023-01-31 00:23:00,6.54,296,24.69
216729,2023-01-31 00:23:00,7.18,296,24.75
216730,2023-01-31 00:23:00,7.12,296,24.69
216734,2023-01-31 00:24:00,7.07,296,24.75
216735,2023-01-31 00:24:00,7.18,296,24.75
216737,2023-01-31 00:24:00,6.58,296,24.75
216738,2023-01-31 00:24:00,7.22,296,24.75
216740,2023-01-31 00:24:00,7.2,296,24.75
216741,2023-01-31 00:24:00,6.96,296,24.75
216743,2023-01-31 00:24:00,7.06,296,24.75
216744,2023-01-31 00:24:00,7.36,296,24.75
216747,2023-01-31 00:24:00,7.3,294,24.75
216748,2023-01-31 00:24:00,7.35,294,24.69
216749,2023-01-31 00:24:00,7.21,298,24.75
216752,2023-01-31 00:24:00,7.26,298,24.75
216755,2023-01-31 00:24:00,7.32,296,24.75
216757,2023-01-31 00:25:00,7.31,296,24.75
216758,2023-01-31 00:25:00,7.3,296,24.75
216761,2023-01-31 00:25:00,6.88,296,24.75
216763,2023-01-31 00:25:00,7.01,296,24.75
216764,2023-01-31 00:25:00,7.16,294,24.75
216765,2023-01-31 00:25:00,7.11,294,24.75
216769,2023-01-31 00:25:00,7.02,296,24.75
216772,2023-01-31 00:25:00,6.82,296,24.75
216773,2023-01-31 00:25:00,7.27,292,24.75
216775,2023-01-31 00:25:00,6.97,294,24.75
216777,2023-01-31 00:25:00,6.93,296,24.75
216778,2023-01-31 00:25:00,7.05,294,24.75
216779,2023-01-31 00:26:00,7.22,294,24.69
216782,2023-01-31 00:26:00,7.36,294,24.75
216783,2023-01-31 00:26:00,6.7,294,24.75
216787,2023-01-31 00:26:00,7.19,296,24.69
216788,2023-01-31 00:26:00,7.19,298,24.75
216792,2023-01-31 00:26:00,6.66,296,24.69
216793,2023-01-31 00:26:00,7.12,294,24.69
216798,2023-01-31 00:26:00,6.64,296,24.69
216802,2023-01-31 00:27:00,6.79,298,24.69
216804,2023-01-31 00:27:00,7.29,294,24.69
216806,2023-01-31 00:27:00,7.21,294,24.69
216807,2023-01-31 00:27:00,7.16,294,24.69
216809,2023-01-31 00:27:00,7.2,298,24.69
216810,2023-01-31 00:27:00,6.9,294,24.75
216814,2023-01-31 00:27:00,7.07,296,24.75
216816,2023-01-31 00:27:00,7.2,294,24.69
216817,2023-01-31 00:27:00,7.32,294,24.75
216822,2023-01-31 00:27:00,7.3,294,24.69
216823,2023-01-31 00:28:00,7.3,298,24.69
216824,2023-01-31 00:28:00,7.36,296,24.69
216825,2023-01-31 00:28:00,7.22,296,24.69
216832,2023-01-31 00:28:00,7.03,302,24.69
216834,2023-01-31 00:28:00,7.31,296,24.69
216836,2023-01-31 00:28:00,7.24,296,24.69
216837,2023-01-31 00:28:00,7.23,294,24.75
216838,2023-01-31 00:28:00,7.2,294,24.69
216841,2023-01-31 00:28:00,7.28,298,24.69
216842,2023-01-31 00:28:00,7.17,294,24.69
216845,2023-01-31 00:29:00,6.9,294,24.69
216846,2023-01-31 00:29:00,7.26,296,24.69
216849,2023-01-31 00:29:00,7.07,294,24.75
216852,2023-01-31 00:29:00,7.17,294,24.69
216854,2023-01-31 00:29:00,7.05,294,24.75
216856,2023-01-31 00:29:00,7.19,296,24.75
216864,2023-01-31 00:29:00,7.16,296,24.75
216868,2023-01-31 00:30:00,7.26,294,24.69
216870,2023-01-31 00:30:00,6.74,294,24.69
216872,2023-01-31 00:30:00,6.91,298,24.75
216873,2023-01-31 00:30:00,7.35,294,24.75
216874,2023-01-31 00:30:00,7.3,296,24.75
216875,2023-01-31 00:30:00,7.0,294,24.69
216877,2023-01-31 00:30:00,7.3,294,24.69
216881,2023-01-31 00:30:00,7.24,296,24.75
216882,2023-01-31 00:30:00,7.29,296,24.69
